feature_id,section_id,center_lon,center_lat,utm_epsg,target_year_now,target_year_past,now_dataset,now_year_used,now_images_in_year,now_distance_m,now_tree_lon,now_tree_lat,now_line_lon,now_line_lat,now_ntrees,past_dataset,past_year_used,past_images_in_year,past_distance_m,past_tree_lon,past_tree_lat,past_line_lon,past_line_lat,past_ntrees,delta_distance_m
157,158,-81.33090646150092,34.26358719412654,EPSG:32617,2026,2025,NAIP,2023,1,2.5349955480982582,-81.33061486654682,34.26313973930396,-81.33064240194419,34.263139739300875,13,NAIP,2021,1,1.8048798874129357,-81.33064240194204,34.26312346211773,-81.33064240194419,34.263139739300875,19,-0.7301156606853225
1344,101,-81.12856022082562,34.02005306437617,EPSG:32617,2026,2025,NAIP,2023,1,13.696327658545291,-81.1288498072569,34.02036815810127,-81.12884348827066,34.02024474475124,20,NAIP,2021,1,23.929616046902737,-81.1287941118313,34.020462315853266,-81.12879411181879,34.02024649764479,20,10.233288388357446
3061,22,-80.9557701544583,33.971426828760876,EPSG:32617,2026,2025,NAIP,2023,1,11.884185539577668,-80.95587861939197,33.97104812267413,-80.95575010188139,33.971052906939946,4,NAIP,2021,1,13.526308345697378,-80.95589668683368,33.971053228250454,-80.95575041113192,33.97105867360337,5,1.6421228061197102
3239,3,-81.04409249133236,33.987111614068915,EPSG:32617,2026,2025,NAIP,2023,1,3.921949901161443,-81.04378023725604,33.98717917924009,-81.0437962293476,33.98721194665922,32,NAIP,2021,1,3.466627025365772,-81.04410691937,33.98707297902168,-81.04412105493549,33.987101942236045,55,-0.4553228757956709
3693,170,-81.32838984081432,34.290013133650525,EPSG:32617,2026,2025,NAIP,2023,1,,,,,,0,NAIP,2021,1,2.7483340943393593,-81.3279837581588,34.28962445768466,-81.32801362023156,34.28962445768092,5,
4550,0,-81.11795396701214,33.9821207986368,EPSG:32617,2026,2025,NAIP,2023,1,12.898073106552465,-81.11765098256595,33.98222055962172,-81.11777276064969,33.9821636359809,19,NAIP,2021,1,15.732199421993986,-81.11768595063126,33.982285710962316,-81.11777276064969,33.9821636359809,24,2.8341263154415213
5131,9,-80.95103729096208,34.10069720071513,EPSG:32617,2026,2025,NAIP,2023,1,6.2956112418353305,-80.95082432844876,34.10069484350441,-80.95084706007171,34.100641306323894,75,NAIP,2021,1,1.0860468228226539,-80.9516153625992,34.10085937782196,-80.9516049847446,34.1008640046559,68,-5.209564419012676
5151,65,-81.05055849817569,33.95936046215242,EPSG:32617,2026,2025,NAIP,2023,1,4.792815526121469,-81.05092500096553,33.95945003914723,-81.05096000640292,33.95948194001693,5,NAIP,2021,1,6.790908787813873,-81.05013329496923,33.95895483470105,-81.0502067958182,33.95895483467909,18,1.9980932616924036
5161,25,-80.92622023893314,34.04842003891703,EPSG:32617,2026,2025,NAIP,2023,1,7.065937165990073,-80.92563587653402,34.0486885107803,-80.92571243457698,34.04868851075649,47,NAIP,2021,1,0.19888586421544152,-80.92659893416106,34.04821770113177,-80.92660008948849,34.0482192152575,61,-6.867051301774632
5359,0,-81.1085261278932,34.018616033902475,EPSG:32617,2026,2025,NAIP,2023,1,4.745556405870843,-81.1086399880951,34.01860413673884,-81.1085885891024,34.018604136728094,17,NAIP,2021,1,13.470810899748862,-81.10856933050339,34.01873243455117,-81.10853679663694,34.01861400181108,30,8.725254493878019
